Jurisdiction,Office,Race Name,Number of Seats,Candidate Name,Votes Received,Percent Received,Total Votes,Elected,Election Date
Town of Columbus,Town Board Supervisor 1,Town Board Supervisor 1 Town of Columbus,1,Eddie Wolf Jr.,215,99.54,215,1,04/04/23
Town of Courtland,Town Board Supervisor 1,Town Board Supervisor 1 Town of Courtland,1,Alex Herzberg,133,96.38,138,1,04/04/23
Town of Fort Winnebago,Town Board Supervisor 1,Town Board Supervisor 1 Town of Fort Winnebago,1,Alva David Fuller,278,97.89,284,1,04/04/23
Town of Hampden,Town Board Supervisor 1,Town Board Supervisor 1 Town of Hampden,1,William Hoffman,213,98.16,217,1,04/04/23
Town of Leeds,Town Board Supervisor 1,Town Board Supervisor 1 Town of Leeds,1,Melinda S. Bruner,187,55.99,333,1,04/04/23
Town of Leeds,Town Board Supervisor 1,Town Board Supervisor 1 Town of Leeds,1,Alan Kaltenberg,146,43.71,333,0,04/04/23
Town of Lewiston,Town Board Supervisor 1,Town Board Supervisor 1 Town of Lewiston,1,Thomas C. Summers,336,99.7,336,1,04/04/23
Town of Lodi,Town Board Supervisor 1,Town Board Supervisor 1 Town of Lodi,1,Buck Kurt,722,54.53,1321,1,04/04/23
Town of Lodi,Town Board Supervisor 1,Town Board Supervisor 1 Town of Lodi,1,Connie Sears,599,45.24,1321,0,04/04/23
Town of Lowville,Town Board Supervisor 1,Town Board Supervisor 1 Town of Lowville,1,Becki Tomlinson,377,97.92,385,1,04/04/23
Town of Otsego,Town Board Supervisor 1,Town Board Supervisor 1 Town of Otsego,1,Stuart Benzine,232,100.0,232,1,04/04/23
Town of Scott,Town Board Supervisor 1,Town Board Supervisor 1 Town of Scott,1,John Heil,181,97.84,185,1,04/04/23
Town of West Point,Town Board Supervisor 1,Town Board Supervisor 1 Town of West Point,1,Kevin Kessler,655,99.7,655,1,04/04/23
Town of Wyocena,Town Board Supervisor 1,Town Board Supervisor 1 Town of Wyocena,1,Kristin Lemanczyk,267,50.66,527,1,04/04/23
Town of Wyocena,Town Board Supervisor 1,Town Board Supervisor 1 Town of Wyocena,1,Robert Dean Corning,260,49.34,527,0,04/04/23
Town of Caledonia,Town Board Supervisor 2,Town Board Supervisor 2 Town of Caledonia,1,Liz Miller,281,45.92,612,1,04/04/23
Town of Caledonia,Town Board Supervisor 2,Town Board Supervisor 2 Town of Caledonia,1,Matt Paske,275,44.93,612,0,04/04/23
Town of Columbus,Town Board Supervisor 2,Town Board Supervisor 2 Town of Columbus,1,Harold Schwoerer,214,100.0,214,1,04/04/23
Town of Courtland,Town Board Supervisor 2,Town Board Supervisor 2 Town of Courtland,1,Molly Gursky,134,97.81,137,1,04/04/23
Town of Dekorra,Town Board Supervisor 2,Town Board Supervisor 2 Town of Dekorra,1,Chris Crawford,718,97.55,736,1,04/04/23
Town of Fort Winnebago,Town Board Supervisor 2,Town Board Supervisor 2 Town of Fort Winnebago,1,Clark G. Cupery,309,97.78,316,1,04/04/23
Town of Fountain Prairie,Town Board Supervisor 2,Town Board Supervisor 2 Town of Fountain Prairie,1,Dale Firary,265,99.62,265,1,04/04/23
Town of Hampden,Town Board Supervisor 2,Town Board Supervisor 2 Town of Hampden,1,Taylor J. Dahl,211,98.6,214,1,04/04/23
Town of Leeds,Town Board Supervisor 2,Town Board Supervisor 2 Town of Leeds,1,Larry J. Wells,189,57.1,331,1,04/04/23
Town of Leeds,Town Board Supervisor 2,Town Board Supervisor 2 Town of Leeds,1,Dan Anderson,142,42.9,331,0,04/04/23
Town of Lewiston,Town Board Supervisor 2,Town Board Supervisor 2 Town of Lewiston,1,Bruce W. Weyh,334,100.0,334,1,04/04/23
Town of Lodi,Town Board Supervisor 2,Town Board Supervisor 2 Town of Lodi,1,Michael C. Keller,771,64.79,1183,1,04/04/23
Town of Lodi,Town Board Supervisor 2,Town Board Supervisor 2 Town of Lodi,1,James Bechen,412,34.62,1183,0,04/04/23
Town of Lowville,Town Board Supervisor 2,Town Board Supervisor 2 Town of Lowville,1,Paul Becker,387,97.97,395,1,04/04/23
Town of Otsego,Town Board Supervisor 2,Town Board Supervisor 2 Town of Otsego,1,Marcia Vangen,232,100.0,232,1,04/04/23
Town of Scott,Town Board Supervisor 2,Town Board Supervisor 2 Town of Scott,1,Philip Sommers,191,97.95,195,1,04/04/23
Town of West Point,Town Board Supervisor 2,Town Board Supervisor 2 Town of West Point,1,Scott Earnest,652,99.85,652,1,04/04/23
Town of Wyocena,Town Board Supervisor 2,Town Board Supervisor 2 Town of Wyocena,1,Craig Crary,282,51.09,552,1,04/04/23
Town of Wyocena,Town Board Supervisor 2,Town Board Supervisor 2 Town of Wyocena,1,Kenneth Levzow,270,48.91,552,0,04/04/23
Town of Fountain Prairie,Town Board Supervisor 4,Town Board Supervisor 4 Town of Fountain Prairie,1,Drue Schlachter,244,98.79,247,1,04/04/23
Town of Caledonia,Town Clerk,Town Clerk Town of Caledonia,1,Barb Davis,488,97.21,502,1,04/04/23
Town of Columbus,Town Clerk,Town Clerk Town of Columbus,1,Deea Breunig,227,100.0,227,1,04/04/23
Town of Dekorra,Town Clerk,Town Clerk Town of Dekorra,1,Holly J. Priske,840,99.88,840,1,04/04/23
Town of Fort Winnebago,Town Clerk,Town Clerk Town of Fort Winnebago,1,Mark Considine,297,81.15,365,1,04/04/23
Town of Fort Winnebago,Town Clerk,Town Clerk Town of Fort Winnebago,1,John Neu,68,18.58,365,0,04/04/23
Town of Hampden,Town Clerk,Town Clerk Town of Hampden,1,Diane Guenther,231,99.14,231,1,04/04/23
Town of Leeds,Town Clerk,Town Clerk Town of Leeds,1,Joan Olson,312,99.36,312,1,04/04/23
Town of Lewiston,Town Clerk,Town Clerk Town of Lewiston,1,Tammy J. Lynch,321,100.0,321,1,04/04/23
Town of Lowville,Town Clerk,Town Clerk Town of Lowville,1,Tammy Gorman,215,51.68,412,1,04/04/23
Town of Lowville,Town Clerk,Town Clerk Town of Lowville,1,Karen Ramsey,197,47.36,412,0,04/04/23
Town of Marcellon,Town Clerk,Town Clerk Town of Marcellon,1,Dawn M. Bush,280,99.64,280,1,04/04/23
Town of Newport,Town Clerk,Town Clerk Town of Newport,1,Anne M. Rapier,126,62.69,201,1,04/04/23
Town of Newport,Town Clerk,Town Clerk Town of Newport,1,Christine Graap,75,37.31,201,0,04/04/23
Town of Otsego,Town Clerk,Town Clerk Town of Otsego,1,Kathy Olson,237,100.0,237,1,04/04/23
Town of Randolph,Town Clerk,Town Clerk Town of Randolph,1,Maxine DeYoung,267,100.0,267,1,04/04/23
Town of Scott,Town Clerk,Town Clerk Town of Scott,1,Renee Wendt,199,98.03,203,1,04/04/23
Town of Springvale,Town Clerk,Town Clerk Town of Springvale,1,Becky Gutzman,195,98.48,198,1,04/04/23
Town of West Point,Town Clerk,Town Clerk Town of West Point,1,Taffy Buchanan,721,99.45,721,1,04/04/23
Town of Wyocena,Town Clerk,Town Clerk Town of Wyocena,1,Michelle Goldade,524,99.24,524,1,04/04/23
Town of Caledonia,Town Treasurer,Town Treasurer Town of Caledonia,1,Kara Paske,407,73.07,557,1,04/04/23
Town of Columbus,Town Treasurer,Town Treasurer Town of Columbus,1,Cindy Miller,221,100.0,221,1,04/04/23
Town of Courtland,Town Treasurer,Town Treasurer Town of Courtland,1,Julie Buchda,141,99.3,141,1,04/04/23
Town of Dekorra,Town Treasurer,Town Treasurer Town of Dekorra,1,Peggy Tomlinson,842,99.76,842,1,04/04/23
Town of Fort Winnebago,Town Treasurer,Town Treasurer Town of Fort Winnebago,1,Kelly Schaller,324,100.0,324,1,04/04/23
Town of Hampden,Town Treasurer,Town Treasurer Town of Hampden,1,Lori Toutant,228,98.7,231,1,04/04/23
Town of Leeds,Town Treasurer,Town Treasurer Town of Leeds,1,Mark Witt,311,99.36,311,1,04/04/23
Town of Lewiston,Town Treasurer,Town Treasurer Town of Lewiston,1,Stephanie Warren,320,100.0,320,1,04/04/23
Town of Lowville,Town Treasurer,Town Treasurer Town of Lowville,1,Becky Walters,376,99.21,376,1,04/04/23
Town of Marcellon,Town Treasurer,Town Treasurer Town of Marcellon,1,Judith Jerome,284,100.0,284,1,04/04/23
Town of Newport,Town Treasurer,Town Treasurer Town of Newport,1,Cheryl Davis,204,99.51,204,1,04/04/23
Town of Otsego,Town Treasurer,Town Treasurer Town of Otsego,1,Diane Foreman,234,100.0,234,1,04/04/23
Town of Randolph,Town Treasurer,Town Treasurer Town of Randolph,1,Marie Vossekuil,258,100.0,258,1,04/04/23
Town of Scott,Town Treasurer,Town Treasurer Town of Scott,1,Angie Sommers,200,99.5,200,1,04/04/23
Town of Springvale,Town Treasurer,Town Treasurer Town of Springvale,1,Denise Bancroft-Hart,179,98.35,182,1,04/04/23
Town of West Point,Town Treasurer,Town Treasurer Town of West Point,1,Sharon Richmond,677,99.71,677,1,04/04/23
Town of Wyocena,Town Treasurer,Town Treasurer Town of Wyocena,1,Kim Manley,507,99.8,507,1,04/04/23
Harmony Grove,Sanitary District Commissioner,Sanitary District Commissioner Harmony Grove,1,Ralph Benson,446,98.67,452,1,04/04/23
Okee,Sanitary District Commissioner,Sanitary District Commissioner Okee,1,Brian Henry,304,97.44,312,1,04/04/23
Fall River School District,School Board Member,School Board Member Fall River School District,1,Ken Dickerson,587,98.82,594,1,04/04/23
Columbus School District,School Board Member,School Board Member Columbus School District,2,John Pearson,1430,54.62,2618,1,04/04/23
Columbus School District,School Board Member,School Board Member Columbus School District,2,Corey Ohlson-Rappe,1133,43.28,2618,1,04/04/23
Lodi School District,School Board Member,School Board Member School District of Lodi,2,Sarah Raemisch,1551,28.3,5461,1,04/04/23
Lodi School District,School Board Member,School Board Member School District of Lodi,2,H. Adam Steinberg,1369,24.98,5461,1,04/04/23
Lodi School District,School Board Member,School Board Member School District of Lodi,2,Susan Goethel,1346,24.56,5461,0,04/04/23
Lodi School District,School Board Member,School Board Member School District of Lodi,2,Julie McKiernan,1195,21.81,5461,0,04/04/23
Poynette School District,School Board Member,School Board Member School District of Poynette,2,Randy Tomlinson,1489,43.01,3445,1,04/04/23
Poynette School District,School Board Member,School Board Member School District of Poynette,2,Sally Stewart,1366,39.46,3445,1,04/04/23
Poynette School District,School Board Member,School Board Member School District of Poynette,2,Sebastian Mion,590,17.04,3445,0,04/04/23
Rio Community School District,School Board Member,School Board Member Rio Community School District,2,Carley Young,731,49.33,1482,1,04/04/23
Rio Community School District,School Board Member,School Board Member Rio Community School District,2,Tammy Wakeman,730,49.26,1482,1,04/04/23
Sun Prairie Area School District,School Board Member,School Board Member Sun Prairie Area School District,2,Carol Sue Albright,6,42.86,14,1,04/04/23
Sun Prairie Area School District,School Board Member,School Board Member Sun Prairie Area School District,2,Tom Weber,4,28.57,14,1,04/04/23
Sun Prairie Area School District,School Board Member,School Board Member Sun Prairie Area School District,2,Katey Kamoku,3,21.43,14,0,04/04/23
Sun Prairie Area School District,School Board Member,School Board Member Sun Prairie Area School District,2,Lisa Goldsberry,1,7.14,14,0,04/04/23
Baraboo School District,School Board Member,School Board Member School District of Baraboo,3,Timothy Heilman,6,26.09,23,1,04/04/23
Baraboo School District,School Board Member,School Board Member School District of Baraboo,3,Amy J. DeLong,6,26.09,23,1,04/04/23
Baraboo School District,School Board Member,School Board Member School District of Baraboo,3,Paul Kujak,4,17.39,23,1,04/04/23
Baraboo School District,School Board Member,School Board Member School District of Baraboo,3,Angela Hanley,4,17.39,23,0,04/04/23
Baraboo School District,School Board Member,School Board Member School District of Baraboo,3,Gwynne F. Peterson,2,8.7,23,0,04/04/23
Baraboo School District,School Board Member,School Board Member School District of Baraboo,3,Steve Paske,1,4.35,23,0,04/04/23
Pardeeville Area School District,School Board Member,School Board Member Pardeeville Area School District,3,Becky L. Levzow,1038,22.34,4619,1,04/04/23
Pardeeville Area School District,School Board Member,School Board Member Pardeeville Area School District,3,Karla Becker Walker,996,21.43,4619,1,04/04/23
Pardeeville Area School District,School Board Member,School Board Member Pardeeville Area School District,3,Paul Hees,993,21.37,4619,1,04/04/23
Pardeeville Area School District,School Board Member,School Board Member Pardeeville Area School District,3,Lynette A. Ives,953,20.51,4619,0,04/04/23
Pardeeville Area School District,School Board Member,School Board Member Pardeeville Area School District,3,Angie Engelmann,639,13.75,4619,0,04/04/23
Randolph School District,School Board Member,School Board Member Randolph School District,3,Allen Drews,287,34.41,828,1,04/04/23
Randolph School District,School Board Member,School Board Member Randolph School District,3,Keith Medema,284,34.05,828,1,04/04/23
Randolph School District,School Board Member,School Board Member Randolph School District,3,Josh Jens,257,30.82,828,1,04/04/23
Cambria-Friesland School District,School Board Member,School Board Member Cambria-friesland School District,1,Tim Hendrickson,420,63.16,662,1,04/04/23
Cambria-Friesland School District,School Board Member,School Board Member Cambria-friesland School District,1,April Doucette,242,36.39,662,0,04/04/23
Cambria-Friesland School District,School Board Member,School Board Member Cambria-friesland School District,1,Denise Bancroft-Hart,570,98.45,579,1,04/04/23
DeForest Area School District,School Board Member,School Board Member Deforest Area School District,1,Linda Leonhart,173,98.3,176,1,04/04/23
DeForest Area School District,School Board Member,School Board Member Deforest Area School District,2,Gail Lovick,143,58.13,245,1,04/04/23
DeForest Area School District,School Board Member,School Board Member Deforest Area School District,2,Megan Taylor,102,41.46,245,1,04/04/23
Markesan District Schools,School Board Member,School Board Member Markesan District Schools,1,David Abendroth,10,100.0,10,1,04/04/23
Markesan District Schools,School Board Member,School Board Member Markesan District Schools,1,Ruth Schwandt,8,100.0,8,1,04/04/23
Markesan District Schools,School Board Member,School Board Member Markesan District Schools,1,Jon Clark,10,100.0,10,1,04/04/23
Markesan District Schools,School Board Member,School Board Member Markesan District Schools,1,Parkis Waterbury,6,100.0,6,1,04/04/23
Portage Community School District,School Board Member,School Board Member Portage Community School District,1,Kelly Behnke,3326,98.9,3363,1,04/04/23
Portage Community School District,School Board Member,School Board Member Portage Community School District,1,Nicky Cross,1971,54.84,3577,1,04/04/23
Portage Community School District,School Board Member,School Board Member Portage Community School District,1,Chad Hayes,1606,44.69,3577,0,04/04/23
Sauk Prairie School District,School Board Member,School Board Member Sauk Prairie School District,1,Amy Alt,441,99.32,441,1,04/04/23
Sauk Prairie School District,School Board Member,School Board Member Sauk Prairie School District,1,Holly Walker,279,51.19,542,1,04/04/23
Sauk Prairie School District,School Board Member,School Board Member Sauk Prairie School District,1,Richard Judge,263,48.26,542,0,04/04/23
Wisconsin Dells School District,School Board Member,School Board Member School District of Wisconsin Dells,1,Erik T. Backhaus,655,99.39,655,1,04/04/23
Wisconsin Dells School District,School Board Member,School Board Member School District of Wisconsin Dells,1,Joey Van Dinter,673,99.41,673,1,04/04/23
Wisconsin Dells School District,School Board Member,School Board Member School District of Wisconsin Dells,1,Kathy Anderson,641,99.23,641,1,04/04/23
Columbia County,County Supervisor District 1,County Supervisor District 1,1,Robert McClyman,431,99.08,431,1,04/01/14
Columbia County,County Supervisor District 2,County Supervisor District 2,1,Mike Weyh,346,98.3,352,1,04/01/14
Columbia County,County Supervisor District 3,County Supervisor District 3,1,Mary Cupery,145,97.97,148,1,04/01/14
Columbia County,County Supervisor District 4,County Supervisor District 4,1,Vern E. Gove,97,97.0,100,1,04/01/14
Columbia County,County Supervisor District 5,County Supervisor District 5,1,Adam Field,49,100.0,49,1,04/01/14
Columbia County,County Supervisor District 6,County Supervisor District 6,1,Kirk Konkel,57,50.89,112,1,04/01/14
Columbia County,County Supervisor District 6,County Supervisor District 6,1,Eric Shimpach,55,49.11,112,0,04/01/14
Columbia County,County Supervisor District 7,County Supervisor District 7,1,Kenneth Hutler,62,96.88,64,1,04/01/14
Columbia County,County Supervisor District 8,County Supervisor District 8,1,Richard Boockmeier,24,80.0,30,1,04/01/14
Columbia County,County Supervisor District 9,County Supervisor District 9,1,Don De Young,103,100.0,103,1,04/01/14
Columbia County,County Supervisor District 10,County Supervisor District 10,1,JoAnn Wingers,126,99.21,126,1,04/01/14
Columbia County,County Supervisor District 11,County Supervisor District 11,1,Bruce J. Rashke,190,98.45,193,1,04/01/14
Columbia County,County Supervisor District 12,County Supervisor District 12,1,Barry Pufahl,225,97.4,231,1,04/01/14
Columbia County,County Supervisor District 13,County Supervisor District 13,1,Dan F. Drew,138,51.3,268,1,04/01/14
Columbia County,County Supervisor District 13,County Supervisor District 13,1,Thomas J. Kaufman,130,48.33,268,0,04/01/14
Columbia County,County Supervisor District 14,County Supervisor District 14,1,Susanna Bradley,132,98.51,134,1,04/01/14
Columbia County,County Supervisor District 15,County Supervisor District 15,1,Mark Sleger,137,99.28,137,1,04/01/14
Columbia County,County Supervisor District 16,County Supervisor District 16,1,Fred C. Teitgen,74,86.05,86,1,04/01/14
Columbia County,County Supervisor District 17,County Supervisor District 17,1,Andy Ross,96,96.0,100,1,04/01/14
Columbia County,County Supervisor District 18,County Supervisor District 18,1,Harlan Baumgartner,167,92.27,181,1,04/01/14
Columbia County,County Supervisor District 19,County Supervisor District 19,1,John H. Tramburg,68,98.55,69,1,04/01/14
Columbia County,County Supervisor District 20,County Supervisor District 20,1,Tim Zander,165,100.0,165,1,04/01/14
Columbia County,County Supervisor District 21,County Supervisor District 21,1,Brad Basten,246,99.6,246,1,04/01/14
Columbia County,County Supervisor District 22,County Supervisor District 22,1,Teresa Ann Sumnicht,201,98.53,204,1,04/01/14
Columbia County,County Supervisor District 23,County Supervisor District 23,1,James Foley,133,97.79,136,1,04/01/14
Columbia County,County Supervisor District 24,County Supervisor District 24,1,John Stevenson,123,68.33,180,1,04/01/14
Columbia County,County Supervisor District 24,County Supervisor District 24,1,James Laatsch,57,31.67,180,0,04/01/14
Columbia County,County Supervisor District 25,County Supervisor District 25,1,Robert L. Collins,429,96.84,443,1,04/01/14
Columbia County,County Supervisor District 26,County Supervisor District 26,1,Philip Baebler,385,98.72,390,1,04/01/14
Columbia County,County Supervisor District 27,County Supervisor District 27,1,Nancy M. Long,393,98.74,398,1,04/01/14
Columbia County,County Supervisor District 28,County Supervisor District 28,1,Kevin Kessler,311,98.42,316,1,04/01/14
Town of Fountain Prairie,Town Board Supervisor 1,Town Board Supervisor 1 Town of Fountain Prairie,1,Steven Jacob,43,95.56,45,1,04/01/14
Town of Pacific,Town Board Supervisor 1,Town Board Supervisor 1 Town of Pacific,1,Charlie Kirk,167,55.3,300,1,04/01/14
Town of Pacific,Town Board Supervisor 1,Town Board Supervisor 1 Town of Pacific,1,Lois M. Rethard,133,44.04,300,0,04/01/14
Town of Dekorra,Town Board Supervisor 3,Town Board Supervisor 3 Town of Dekorra,1,Sandy Smith,108,93.91,115,1,04/01/14
Town of Fountain Prairie,Town Board Supervisor 3,Town Board Supervisor 3 Town of Fountain Prairie,1,David Liebenthal,45,97.83,46,1,04/01/14
Town of Lodi,Town Board Supervisor 3,Town Board Supervisor 3 Town of Lodi,1,Robert Benson,490,58.97,829,1,04/01/14
Town of Lodi,Town Board Supervisor 3,Town Board Supervisor 3 Town of Lodi,1,Jim Hellenbrand,339,40.79,829,0,04/01/14
Town of Pacific,Town Board Supervisor 3,Town Board Supervisor 3 Town of Pacific,1,Irma J. Brockley,268,98.17,273,1,04/01/14
Town of West Point,Town Board Supervisor 3,Town Board Supervisor 3 Town of West Point,1,Ashley Nedeau-Owen,197,53.53,368,1,04/01/14
Town of West Point,Town Board Supervisor 3,Town Board Supervisor 3 Town of West Point,1,Bill Niemi,171,46.47,368,0,04/01/14
Town of Dekorra,Town Board Supervisor 4,Town Board Supervisor 4 Town of Dekorra,1,Gary Leatherberry,107,96.4,111,1,04/01/14
Town of Lodi,Town Board Supervisor 4,Town Board Supervisor 4 Town of Lodi,1,Jim Schommer,630,99.06,630,1,04/01/14
Town of West Point,Town Board Supervisor 4,Town Board Supervisor 4 Town of West Point,1,Matthew Zeman,314,98.43,319,1,04/01/14
Village of Friesland,Village President,Village President Village of Friesland,1,Steve Williams,24,96.0,25,1,04/01/14
Village of Cambria,Village Trustee,Village Trustee Village of Cambria,3,Shannon Dunahee,56,30.11,186,1,04/01/14
Village of Cambria,Village Trustee,Village Trustee Village of Cambria,3,Cody W. Doucette,50,26.88,186,1,04/01/14
Village of Cambria,Village Trustee,Village Trustee Village of Cambria,3,Wade Smith,40,21.51,186,1,04/01/14
Village of Cambria,Village Trustee,Village Trustee Village of Cambria,3,Marvin Stringfield,37,19.89,186,0,04/01/14
Village of Doylestown,Village Trustee,Village Trustee Village of Doylestown,3,Linda Wall,18,33.33,54,1,04/01/14
Village of Doylestown,Village Trustee,Village Trustee Village of Doylestown,3,Tom Boomsma,18,33.33,54,1,04/01/14
Village of Doylestown,Village Trustee,Village Trustee Village of Doylestown,3,Patricia Bixby,18,33.33,54,1,04/01/14
Village of Fall River,Village Trustee,Village Trustee Village of Fall River,3,Jeff Slotten,57,34.97,163,1,04/01/14
Village of Fall River,Village Trustee,Village Trustee Village of Fall River,3,Judith A. Robbins,54,33.13,163,1,04/01/14
Village of Fall River,Village Trustee,Village Trustee Village of Fall River,3,John Ninmann,52,31.9,163,1,04/01/14
Village of Pardeeville,Village Trustee,Village Trustee Village of Pardeeville,3,Lloyd Miller,213,37.83,563,1,04/01/14
Village of Pardeeville,Village Trustee,Village Trustee Village of Pardeeville,3,Phillip Possehl,168,29.84,563,1,04/01/14
Village of Pardeeville,Village Trustee,Village Trustee Village of Pardeeville,3,Robert Abrath,164,29.13,563,1,04/01/14
Village of Poynette,Village Trustee,Village Trustee Village of Poynette,3,Diana Kaschinske,106,27.53,385,1,04/01/14
Village of Poynette,Village Trustee,Village Trustee Village of Poynette,3,Terri Fiore,101,26.23,385,1,04/01/14
Village of Poynette,Village Trustee,Village Trustee Village of Poynette,3,Bill Boor,97,25.19,385,1,04/01/14
Village of Poynette,Village Trustee,Village Trustee Village of Poynette,3,Jerry Burke,76,19.74,385,0,04/01/14
Village of Randolph,Village Trustee,Village Trustee Village of Randolph,3,Shannon Greeno,36,34.29,104,1,04/01/14
Village of Randolph,Village Trustee,Village Trustee Village of Randolph,3,Alan M. Detjen,35,33.33,104,1,04/01/14
Village of Randolph,Village Trustee,Village Trustee Village of Randolph,3,Nicholas Weinberger,33,31.43,104,1,04/01/14
Village of Rio,Village Trustee,Village Trustee Village of Rio,3,Stan Stofflet,103,28.61,360,1,04/01/14
Village of Rio,Village Trustee,Village Trustee Village of Rio,3,Nancy M. Wescott,96,26.67,360,1,04/01/14
Village of Rio,Village Trustee,Village Trustee Village of Rio,3,Delbert G. Curtis,86,23.89,360,1,04/01/14
Village of Rio,Village Trustee,Village Trustee Village of Rio,3,Russell Sunde,70,19.44,360,0,04/01/14
Village of Wyocena,Village Trustee,Village Trustee Village of Wyocena,3,Kim Bauer,79,36.57,216,1,04/01/14
Village of Wyocena,Village Trustee,Village Trustee Village of Wyocena,3,Todd J. Hepler,72,33.33,216,1,04/01/14
Village of Wyocena,Village Trustee,Village Trustee Village of Wyocena,3,Gilbert Kuzera,61,28.24,216,1,04/01/14
Village of Arlington,Village Trustee,Village Trustee Village of Arlington,2,Jason Humboldt,56,42.75,130,1,04/01/14
Village of Arlington,Village Trustee,Village Trustee Village of Arlington,2,James Laatsch,37,28.24,130,1,04/01/14
Village of Arlington,Village Trustee,Village Trustee Village of Arlington,2,Derra Davis,37,28.24,130,0,04/01/14
Village of Fall River,Village Trustee,Village Trustee Village of Fall River,1,LeRoy Dieckhoff,45,64.29,70,1,04/01/14
Village of Fall River,Village Trustee,Village Trustee Village of Fall River,1,Ron Kennedy,23,32.86,70,0,04/01/14
Village of Friesland,Village Trustee,Village Trustee Village of Friesland,1,Russell M. Syens,24,96.0,25,1,04/01/14
City of Lodi,Mayor,Mayor City of Lodi,1,Paul Fisk,349,54.53,640,1,04/01/14
City of Columbus,Alderperson District 1,Alderperson District 1,1,Rick Royem,191,71.27,268,1,04/01/14
City of Columbus,Alderperson District 1,Alderperson District 1,1,Steve Davidson,77,28.73,268,0,04/01/14
City of Columbus,Alderperson District 2,Alderperson District 2,1,Rodney Melotte,122,56.48,215,1,04/01/14
City of Columbus,Alderperson District 2,Alderperson District 2,1,"Larry Herzog, Jr.",93,43.06,215,0,04/01/14
City of Columbus,Alderperson District 3,Alderperson District 3,1,Michael Clark,82,53.25,153,1,04/01/14
City of Columbus,Alderperson District 3,Alderperson District 3,1,Paula Schumann,71,46.1,153,0,04/01/14
City of Lodi,Alderperson District 2,Alderperson District 2,1,Rich Stevenson,184,98.92,186,1,04/01/14
City of Lodi,Alderperson District 3,Alderperson District 3,1,Bill Welch,192,99.48,192,1,04/01/14
City of Portage,Alderperson District 7,Alderperson District 7,1,Mike Charles,28,58.33,48,1,04/01/14
City of Portage,Alderperson District 7,Alderperson District 7,1,Carolyn Hamre,19,39.58,48,0,04/01/14
City of Portage,Alderperson District 9,Alderperson District 9,1,Rita A. Maass,31,93.94,33,1,04/01/14
City of Wisconsin Dells,Alderperson District 1,Alderperson District 1,1,Jesse DeFosse,167,100.0,167,1,04/01/14
City of Wisconsin Dells,Alderperson District 2,Alderperson District 2,1,Michael Freel,153,96.84,158,1,04/01/14
City of Wisconsin Dells,Alderperson District 3,Alderperson District 3,1,Ed Fox,234,99.57,234,1,04/01/14
Columbus School District,School Board Member,School Board Member Columbus School District,4,Cindy Damm,562,19.58,2853,1,04/01/14
Columbus School District,School Board Member,School Board Member Columbus School District,4,Kevin White,465,16.2,2853,1,04/01/14
Columbus School District,School Board Member,School Board Member Columbus School District,4,Loren G. Glasbrenner,392,13.66,2853,1,04/01/14
Columbus School District,School Board Member,School Board Member Columbus School District,4,Joe Conlin,382,13.31,2853,1,04/01/14
Columbus School District,School Board Member,School Board Member Columbus School District,4,William Braun,337,11.74,2853,0,04/01/14
Columbus School District,School Board Member,School Board Member Columbus School District,4,Dawn Schmidt,298,10.38,2853,0,04/01/14
Columbus School District,School Board Member,School Board Member Columbus School District,4,Sara L. Sample,243,8.47,2853,0,04/01/14
Columbus School District,School Board Member,School Board Member Columbus School District,4,Trina Reid,174,6.06,2853,0,04/01/14
Baraboo School District,School Board Member,School Board Member Baraboo School District,3,Gary A. Cummings,2,40.0,5,1,04/01/14
Baraboo School District,School Board Member,School Board Member Baraboo School District,3,Doug Mering,2,40.0,5,1,04/01/14
Baraboo School District,School Board Member,School Board Member Baraboo School District,3,Peter J. Vedro,1,20.0,5,1,04/01/14
Pardeeville Area School District,School Board Member,School Board Member Pardeeville Area School District,3,Becky L. Levzow,615,34.94,1760,1,04/01/14
Pardeeville Area School District,School Board Member,School Board Member Pardeeville Area School District,3,Karla Becker Walker,565,32.1,1760,1,04/01/14
Pardeeville Area School District,School Board Member,School Board Member Pardeeville Area School District,3,Lynette A. Ives,538,30.57,1760,1,04/01/14
Poynette School District,School Board Member,School Board Member Poynette School District,3,Randy Tomlinson,309,47.54,650,1,04/01/14
Poynette School District,School Board Member,School Board Member Poynette School District,3,Ron Redell,292,44.92,650,1,04/01/14
Randolph School District,School Board Member,School Board Member Randolph School District,3,Keith Medema,56,36.36,154,1,04/01/14
Randolph School District,School Board Member,School Board Member Randolph School District,3,Barb Braker,50,32.47,154,1,04/01/14
Randolph School District,School Board Member,School Board Member Randolph School District,3,Dave Tietz,48,31.17,154,1,04/01/14
Lodi School District,School Board Member,School Board Member School District of Lodi,2,Mark Seidler,1176,39.36,2966,1,04/01/14
Lodi School District,School Board Member,School Board Member School District of Lodi,2,Susan K. Miller,1058,35.41,2966,1,04/01/14
Lodi School District,School Board Member,School Board Member School District of Lodi,2,Bob Hunt,732,24.5,2966,0,04/01/14
Rio Community School District,School Board Member,School Board Member Rio Community School District,2,Kate Carlson,214,52.71,406,1,04/01/14
Rio Community School District,School Board Member,School Board Member Rio Community School District,2,Alice Marquardt,177,43.6,406,1,04/01/14
Fall River School District,School Board Member,School Board Member Fall River School District,1,Warren Koenig,100,93.46,107,1,04/01/14
